<2012-07-07 15:41:44 +0800> c-return DataManager:119 Dir glob
<2012-07-07 15:41:47 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:47 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:47 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:47 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:47 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:47 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:47 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:47 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:47 +0800>   return (eval):1 RPG::BGS fade
<2012-07-07 15:41:47 +0800>     line Scene_Base:120 Scene_Base fadeout_all
<2012-07-07 15:41:47 +0800>     call (eval):1 RPG::ME fade
<2012-07-07 15:41:47 +0800>     line (eval):1 RPG::ME fade
<2012-07-07 15:41:47 +0800>   c-call (eval):1 Audio me_fade
<2012-07-07 15:41:47 +0800> c-return (eval):1 Audio me_fade
<2012-07-07 15:41:47 +0800>   return (eval):1 RPG::ME fade
<2012-07-07 15:41:47 +0800>     line Scene_Base:121 Scene_Base fadeout_all
<2012-07-07 15:41:47 +0800>   c-call Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:47 +0800> c-return Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:47 +0800>   c-call Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:48 +0800> c-return Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:48 +0800>     line Scene_Base:122 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::BGM stop
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio bgm_stop
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio bgm_stop
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::BGM stop
<2012-07-07 15:41:48 +0800>     line Scene_Base:123 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::BGS stop
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio bgs_stop
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio bgs_stop
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::BGS stop
<2012-07-07 15:41:48 +0800>     line Scene_Base:124 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::ME stop
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::ME stop
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio me_stop
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio me_stop
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::ME stop
<2012-07-07 15:41:48 +0800>   return Scene_Base:125 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     line Scene_Title:128 Scene_Title command_shutdown
<2012-07-07 15:41:48 +0800>     call SceneManager:77 SceneManager exit
<2012-07-07 15:41:48 +0800>     line SceneManager:78 SceneManager exit
<2012-07-07 15:41:48 +0800>   return SceneManager:79 SceneManager exit
<2012-07-07 15:41:48 +0800>   return Scene_Title:129 Scene_Title command_shutdown
<2012-07-07 15:41:48 +0800> c-return Window_Selectable:213 Method call
<2012-07-07 15:41:48 +0800>   return Window_Selectable:214 Window_Selectable call_handler
<2012-07-07 15:41:48 +0800>   return Window_Command_2:137 Window_Command call_ok_handler
<2012-07-07 15:41:48 +0800>   return Window_Command_2:227 Window_Command sendMSG
<2012-07-07 15:41:48 +0800>   return Comp_TitleCommand:24 Comp_Command onClick
<2012-07-07 15:41:48 +0800>     line Mouse Comp:282 CMouse run
<2012-07-07 15:41:48 +0800>   c-call Mouse Comp:282 CMouse update
<2012-07-07 15:41:48 +0800> c-return Mouse Comp:282 CMouse update
<2012-07-07 15:41:48 +0800>   return Mouse Comp:283 CMouse run
<2012-07-07 15:41:48 +0800> c-return (eval):6 Proc call
<2012-07-07 15:41:48 +0800>   return (eval):7 Scene_Base update_basic
<2012-07-07 15:41:48 +0800>   return Scene_Base:43 Scene_Base update
<2012-07-07 15:41:48 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 15:41:48 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 15:41:48 +0800>   return Scene_Title:104 Scene_Title close_command_window
<2012-07-07 15:41:48 +0800>     line Scene_Title:127 Scene_Title command_shutdown
<2012-07-07 15:41:48 +0800>     call Scene_Base:117 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     line Scene_Base:118 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::BGM fade
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio bgm_fade
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio bgm_fade
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::BGM fade
<2012-07-07 15:41:48 +0800>     line Scene_Base:119 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::BGS fade
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio bgs_fade
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio bgs_fade
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:48 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::BGS fade
<2012-07-07 15:41:48 +0800>     line Scene_Base:120 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>     call (eval):1 RPG::ME fade
<2012-07-07 15:41:48 +0800>     line (eval):1 RPG::ME fade
<2012-07-07 15:41:48 +0800>   c-call (eval):1 Audio me_fade
<2012-07-07 15:41:48 +0800> c-return (eval):1 Audio me_fade
<2012-07-07 15:41:48 +0800>   return (eval):1 RPG::ME fade
<2012-07-07 15:41:48 +0800>     line Scene_Base:121 Scene_Base fadeout_all
<2012-07-07 15:41:48 +0800>   c-call Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:48 +0800> c-return Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:48 +0800>   c-call Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:49 +0800> c-return Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:49 +0800>     line Scene_Base:122 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::BGM stop
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio bgm_stop
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio bgm_stop
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::BGM stop
<2012-07-07 15:41:49 +0800>     line Scene_Base:123 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::BGS stop
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio bgs_stop
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio bgs_stop
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::BGS stop
<2012-07-07 15:41:49 +0800>     line Scene_Base:124 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::ME stop
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::ME stop
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio me_stop
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio me_stop
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::ME stop
<2012-07-07 15:41:49 +0800>   return Scene_Base:125 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     line Scene_Title:128 Scene_Title command_shutdown
<2012-07-07 15:41:49 +0800>     call SceneManager:77 SceneManager exit
<2012-07-07 15:41:49 +0800>     line SceneManager:78 SceneManager exit
<2012-07-07 15:41:49 +0800>   return SceneManager:79 SceneManager exit
<2012-07-07 15:41:49 +0800>   return Scene_Title:129 Scene_Title command_shutdown
<2012-07-07 15:41:49 +0800> c-return Window_Selectable:213 Method call
<2012-07-07 15:41:49 +0800>   return Window_Selectable:214 Window_Selectable call_handler
<2012-07-07 15:41:49 +0800>   return Window_Command_2:137 Window_Command call_ok_handler
<2012-07-07 15:41:49 +0800>   return Window_Command_2:227 Window_Command sendMSG
<2012-07-07 15:41:49 +0800>   return Comp_TitleCommand:24 Comp_Command onClick
<2012-07-07 15:41:49 +0800>     line Mouse Comp:282 CMouse run
<2012-07-07 15:41:49 +0800>   c-call Mouse Comp:282 CMouse update
<2012-07-07 15:41:49 +0800> c-return Mouse Comp:282 CMouse update
<2012-07-07 15:41:49 +0800>   return Mouse Comp:283 CMouse run
<2012-07-07 15:41:49 +0800> c-return (eval):6 Proc call
<2012-07-07 15:41:49 +0800>   return (eval):7 Scene_Base update_basic
<2012-07-07 15:41:49 +0800>   return Scene_Base:43 Scene_Base update
<2012-07-07 15:41:49 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 15:41:49 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 15:41:49 +0800>   return Scene_Title:104 Scene_Title close_command_window
<2012-07-07 15:41:49 +0800>     line Scene_Title:127 Scene_Title command_shutdown
<2012-07-07 15:41:49 +0800>     call Scene_Base:117 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     line Scene_Base:118 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::BGM fade
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio bgm_fade
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio bgm_fade
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::BGM fade
<2012-07-07 15:41:49 +0800>     line Scene_Base:119 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::BGS fade
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio bgs_fade
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio bgs_fade
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:49 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::BGS fade
<2012-07-07 15:41:49 +0800>     line Scene_Base:120 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>     call (eval):1 RPG::ME fade
<2012-07-07 15:41:49 +0800>     line (eval):1 RPG::ME fade
<2012-07-07 15:41:49 +0800>   c-call (eval):1 Audio me_fade
<2012-07-07 15:41:49 +0800> c-return (eval):1 Audio me_fade
<2012-07-07 15:41:49 +0800>   return (eval):1 RPG::ME fade
<2012-07-07 15:41:49 +0800>     line Scene_Base:121 Scene_Base fadeout_all
<2012-07-07 15:41:49 +0800>   c-call Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:49 +0800> c-return Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:49 +0800>   c-call Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:50 +0800> c-return Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:50 +0800>     line Scene_Base:122 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::BGM stop
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio bgm_stop
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio bgm_stop
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::BGM stop
<2012-07-07 15:41:50 +0800>     line Scene_Base:123 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::BGS stop
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio bgs_stop
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio bgs_stop
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::BGS stop
<2012-07-07 15:41:50 +0800>     line Scene_Base:124 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::ME stop
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::ME stop
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio me_stop
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio me_stop
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::ME stop
<2012-07-07 15:41:50 +0800>   return Scene_Base:125 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     line Scene_Title:128 Scene_Title command_shutdown
<2012-07-07 15:41:50 +0800>     call SceneManager:77 SceneManager exit
<2012-07-07 15:41:50 +0800>     line SceneManager:78 SceneManager exit
<2012-07-07 15:41:50 +0800>   return SceneManager:79 SceneManager exit
<2012-07-07 15:41:50 +0800>   return Scene_Title:129 Scene_Title command_shutdown
<2012-07-07 15:41:50 +0800> c-return Window_Selectable:213 Method call
<2012-07-07 15:41:50 +0800>   return Window_Selectable:214 Window_Selectable call_handler
<2012-07-07 15:41:50 +0800>   return Window_Command_2:137 Window_Command call_ok_handler
<2012-07-07 15:41:50 +0800>   return Window_Command_2:227 Window_Command sendMSG
<2012-07-07 15:41:50 +0800>   return Comp_TitleCommand:24 Comp_Command onClick
<2012-07-07 15:41:50 +0800>     line Mouse Comp:282 CMouse run
<2012-07-07 15:41:50 +0800>   c-call Mouse Comp:282 CMouse update
<2012-07-07 15:41:50 +0800> c-return Mouse Comp:282 CMouse update
<2012-07-07 15:41:50 +0800>   return Mouse Comp:283 CMouse run
<2012-07-07 15:41:50 +0800> c-return (eval):6 Proc call
<2012-07-07 15:41:50 +0800>   return (eval):7 Scene_Base update_basic
<2012-07-07 15:41:50 +0800>   return Scene_Base:43 Scene_Base update
<2012-07-07 15:41:50 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 15:41:50 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 15:41:50 +0800>   return Scene_Title:104 Scene_Title close_command_window
<2012-07-07 15:41:50 +0800>     line Scene_Title:127 Scene_Title command_shutdown
<2012-07-07 15:41:50 +0800>     call Scene_Base:117 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     line Scene_Base:118 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::BGM fade
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio bgm_fade
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio bgm_fade
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::BGM fade
<2012-07-07 15:41:50 +0800>     line Scene_Base:119 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::BGS fade
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio bgs_fade
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio bgs_fade
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::BGS fade
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:50 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::BGS fade
<2012-07-07 15:41:50 +0800>     line Scene_Base:120 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>     call (eval):1 RPG::ME fade
<2012-07-07 15:41:50 +0800>     line (eval):1 RPG::ME fade
<2012-07-07 15:41:50 +0800>   c-call (eval):1 Audio me_fade
<2012-07-07 15:41:50 +0800> c-return (eval):1 Audio me_fade
<2012-07-07 15:41:50 +0800>   return (eval):1 RPG::ME fade
<2012-07-07 15:41:50 +0800>     line Scene_Base:121 Scene_Base fadeout_all
<2012-07-07 15:41:50 +0800>   c-call Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:50 +0800> c-return Scene_Base:121 Graphics frame_rate
<2012-07-07 15:41:50 +0800>   c-call Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:51 +0800> c-return Scene_Base:121 Graphics fadeout
<2012-07-07 15:41:51 +0800>     line Scene_Base:122 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::BGM stop
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Audio bgm_stop
<2012-07-07 15:41:51 +0800> c-return (eval):1 Audio bgm_stop
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGM stop
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:51 +0800>   return (eval):1 RPG::BGM stop
<2012-07-07 15:41:51 +0800>     line Scene_Base:123 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::BGS stop
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Audio bgs_stop
<2012-07-07 15:41:51 +0800> c-return (eval):1 Audio bgs_stop
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGS stop
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Class new
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800>   return (eval):1 RPG::AudioFile initialize
<2012-07-07 15:41:51 +0800> c-return (eval):1 Class new
<2012-07-07 15:41:51 +0800>   return (eval):1 RPG::BGS stop
<2012-07-07 15:41:51 +0800>     line Scene_Base:124 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::ME stop
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::ME stop
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Audio me_stop
<2012-07-07 15:41:51 +0800> c-return (eval):1 Audio me_stop
<2012-07-07 15:41:51 +0800>   return (eval):1 RPG::ME stop
<2012-07-07 15:41:51 +0800>   return Scene_Base:125 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     line Scene_Title:128 Scene_Title command_shutdown
<2012-07-07 15:41:51 +0800>     call SceneManager:77 SceneManager exit
<2012-07-07 15:41:51 +0800>     line SceneManager:78 SceneManager exit
<2012-07-07 15:41:51 +0800>   return SceneManager:79 SceneManager exit
<2012-07-07 15:41:51 +0800>   return Scene_Title:129 Scene_Title command_shutdown
<2012-07-07 15:41:51 +0800> c-return Window_Selectable:213 Method call
<2012-07-07 15:41:51 +0800>   return Window_Selectable:214 Window_Selectable call_handler
<2012-07-07 15:41:51 +0800>   return Window_Command_2:137 Window_Command call_ok_handler
<2012-07-07 15:41:51 +0800>   return Window_Command_2:227 Window_Command sendMSG
<2012-07-07 15:41:51 +0800>   return Comp_TitleCommand:24 Comp_Command onClick
<2012-07-07 15:41:51 +0800>     line Mouse Comp:282 CMouse run
<2012-07-07 15:41:51 +0800>   c-call Mouse Comp:282 CMouse update
<2012-07-07 15:41:51 +0800> c-return Mouse Comp:282 CMouse update
<2012-07-07 15:41:51 +0800>   return Mouse Comp:283 CMouse run
<2012-07-07 15:41:51 +0800> c-return (eval):6 Proc call
<2012-07-07 15:41:51 +0800>   return (eval):7 Scene_Base update_basic
<2012-07-07 15:41:51 +0800>   return Scene_Base:43 Scene_Base update
<2012-07-07 15:41:51 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 15:41:51 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 15:41:51 +0800>   return Scene_Title:104 Scene_Title close_command_window
<2012-07-07 15:41:51 +0800>     line Scene_Title:127 Scene_Title command_shutdown
<2012-07-07 15:41:51 +0800>     call Scene_Base:117 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     line Scene_Base:118 Scene_Base fadeout_all
<2012-07-07 15:41:51 +0800>     call (eval):1 RPG::BGM fade
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Audio bgm_fade
<2012-07-07 15:41:51 +0800> c-return (eval):1 Audio bgm_fade
<2012-07-07 15:41:51 +0800>     line (eval):1 RPG::BGM fade
<2012-07-07 15:41:51 +0800>   c-call (eval):1 Class new
