<2012-07-07 13:31:24 +0800> c-return Loader:81 Kernel set_trace_func
<2012-07-07 13:31:27 +0800>     line Window_Base:117 Window_Base close
<2012-07-07 13:31:27 +0800>   return Window_Base:118 Window_Base close
<2012-07-07 13:31:27 +0800>     line Scene_Title:103 Scene_Title close_command_window
<2012-07-07 13:31:27 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 13:31:27 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 13:31:27 +0800>     call Scene_Base:41 Scene_Base update
<2012-07-07 13:31:27 +0800>     line Scene_Base:42 Scene_Base update
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:42 RGSSX fps
<2012-07-07 13:31:27 +0800> c-return Scene_Base:42 RGSSX fps
<2012-07-07 13:31:27 +0800>     call Loader:23 Object print
<2012-07-07 13:31:27 +0800>     line Loader:23 Object print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 IO write
<2012-07-07 13:31:27 +0800>   c-call Loader:23 Fixnum to_s
<2012-07-07 13:31:27 +0800> c-return Loader:23 Fixnum to_s
<2012-07-07 13:31:27 +0800> c-return Loader:23 IO write
<2012-07-07 13:31:27 +0800> c-return Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:27 +0800>     line Loader:23 Object print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 IO flush
<2012-07-07 13:31:27 +0800> c-return Loader:23 IO flush
<2012-07-07 13:31:27 +0800>   return Loader:23 Object print
<2012-07-07 13:31:27 +0800>     line Scene_Base:43 Scene_Base update
<2012-07-07 13:31:27 +0800>     call (eval):4 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     line (eval):5 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     call Scene_Base:48 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     line Scene_Base:49 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:49 Graphics update
<2012-07-07 13:31:27 +0800> c-return Scene_Base:49 Graphics update
<2012-07-07 13:31:27 +0800>     line Scene_Base:50 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:50 Input update
<2012-07-07 13:31:27 +0800> c-return Scene_Base:50 Input update
<2012-07-07 13:31:27 +0800>     line Scene_Base:51 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     call Scene_Base:94 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>     line Scene_Base:95 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:27 +0800> c-return Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:95 Array each
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     call Window_Selectable:274 Window_Selectable update
<2012-07-07 13:31:27 +0800>     line Window_Selectable:275 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Base:83 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:84 Window_Base update
<2012-07-07 13:31:27 +0800>   c-call Window_Base:84 Window update
<2012-07-07 13:31:27 +0800> c-return Window_Base:84 Window update
<2012-07-07 13:31:27 +0800>     line Window_Base:85 Window_Base update
<2012-07-07 13:31:27 +0800>     call Window_Base:66 Window_Base update_tone
<2012-07-07 13:31:27 +0800>     line Window_Base:67 Window_Base update_tone
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Window tone
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Window tone
<2012-07-07 13:31:27 +0800>     call Game_System:45 Game_System window_tone
<2012-07-07 13:31:27 +0800>     line Game_System:46 Game_System window_tone
<2012-07-07 13:31:27 +0800>   return Game_System:47 Game_System window_tone
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Tone set
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Window tone=
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Window tone=
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Tone set
<2012-07-07 13:31:27 +0800>   return Window_Base:68 Window_Base update_tone
<2012-07-07 13:31:27 +0800>     line Window_Base:86 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:27 +0800>     call Window_Base:99 Window_Base update_close
<2012-07-07 13:31:27 +0800>     line Window_Base:100 Window_Base update_close
<2012-07-07 13:31:27 +0800>   c-call Window_Base:100 Window openness
<2012-07-07 13:31:27 +0800> c-return Window_Base:100 Window openness
<2012-07-07 13:31:27 +0800>   c-call Window_Base:100 Window openness=
<2012-07-07 13:31:27 +0800> c-return Window_Base:100 Window openness=
<2012-07-07 13:31:27 +0800>     line Window_Base:101 Window_Base update_close
<2012-07-07 13:31:27 +0800>   c-call Window_Base:101 Window close?
<2012-07-07 13:31:27 +0800> c-return Window_Base:101 Window close?
<2012-07-07 13:31:27 +0800>   return Window_Base:102 Window_Base update_close
<2012-07-07 13:31:27 +0800>   return Window_Base:88 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Selectable:276 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Selectable:282 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     line Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     call Window_Selectable:218 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>     line Window_Selectable:219 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:219 Window active
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:219 Window active
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:219 Window open?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:219 Window open?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:220 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     line Window_Selectable:277 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Selectable:296 Window_Selectable process_handling
<2012-07-07 13:31:27 +0800>     line Window_Selectable:297 Window_Selectable process_handling
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:297 Window open?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:297 Window open?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:297 Window_Selectable process_handling
<2012-07-07 13:31:27 +0800>   return Window_Selectable:278 Window_Selectable update
<2012-07-07 13:31:27 +0800> c-return Scene_Base:95 Array each
<2012-07-07 13:31:27 +0800>   return Scene_Base:99 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   return Scene_Base:52 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     line (eval):6 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>   c-call (eval):6 Proc call
<2012-07-07 13:31:27 +0800>     line Mouse Comp:286  
<2012-07-07 13:31:27 +0800>     call Mouse Comp:254 CMouse run
<2012-07-07 13:31:27 +0800>     line Mouse Comp:259 CMouse run
<2012-07-07 13:31:27 +0800>     call CMouse:14 CMouse pos
<2012-07-07 13:31:27 +0800>     line CMouse:15 CMouse pos
<2012-07-07 13:31:27 +0800>   c-call CMouse:15 CMouse x
<2012-07-07 13:31:27 +0800> c-return CMouse:15 CMouse x
<2012-07-07 13:31:27 +0800>   c-call CMouse:15 CMouse y
<2012-07-07 13:31:27 +0800> c-return CMouse:15 CMouse y
<2012-07-07 13:31:27 +0800>   return CMouse:16 CMouse pos
<2012-07-07 13:31:27 +0800>     call Mouse Comp:12 CMouse::Point set
<2012-07-07 13:31:27 +0800>     line Mouse Comp:14 CMouse::Point set
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:14 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:14 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:15 CMouse::Point set
<2012-07-07 13:31:27 +0800>     line Mouse Comp:16 CMouse::Point set
<2012-07-07 13:31:27 +0800>     line Mouse Comp:17 CMouse::Point set
<2012-07-07 13:31:27 +0800>     line Mouse Comp:18 CMouse::Point set
<2012-07-07 13:31:27 +0800>   return Mouse Comp:19 CMouse::Point set
<2012-07-07 13:31:27 +0800>     line Mouse Comp:260 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:260 Thread alive?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:260 Thread alive?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:261 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:261 Thread new
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:261 Thread initialize
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:261 Thread initialize
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:261 Thread new
<2012-07-07 13:31:27 +0800>     line Mouse Comp:272 CMouse run
<2012-07-07 13:31:27 +0800>     line Mouse Comp:262 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:262 Time now
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:262 Time initialize
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:262 Time initialize
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:262 Time now
<2012-07-07 13:31:27 +0800>     line Mouse Comp:263 CMouse run
<2012-07-07 13:31:27 +0800>     call Mouse Comp:68 CMouse::UICore check
<2012-07-07 13:31:27 +0800>     line Mouse Comp:69 CMouse::UICore check
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:69 Array each
<2012-07-07 13:31:27 +0800>     line Mouse Comp:70 CMouse::UICore check
<2012-07-07 13:31:27 +0800>     call Mouse Comp:25 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:26 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:26 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:27 Fixnum >=
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:27 Fixnum >=
<2012-07-07 13:31:27 +0800>     line Mouse Comp:27 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:27 Float +
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:27 Float +
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:27 Fixnum <=
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:27 Fixnum <=
<2012-07-07 13:31:27 +0800>     line Mouse Comp:28 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800>   return Mouse Comp:28 CMouse::UIRect include?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:69 Array each
<2012-07-07 13:31:27 +0800>   return Mouse Comp:69 CMouse::UICore check
<2012-07-07 13:31:27 +0800>     line Mouse Comp:264 CMouse run
<2012-07-07 13:31:27 +0800>     line Mouse Comp:273 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:273 CMouse up?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:273 CMouse up?
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:273 Fixnum ^
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:273 Fixnum ^
<2012-07-07 13:31:27 +0800>     line Mouse Comp:274 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:274 CMouse up?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:274 CMouse up?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:275 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:275 CMouse up?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:275 CMouse up?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:276 CMouse run
<2012-07-07 13:31:27 +0800>   c-call Mouse Comp:276 Kernel nil?
<2012-07-07 13:31:27 +0800> c-return Mouse Comp:276 Kernel nil?
<2012-07-07 13:31:27 +0800>     line Mouse Comp:277 CMouse run
<2012-07-07 13:31:27 +0800>     call Comp_TitleCommand:16 Comp_Command onClick
<2012-07-07 13:31:27 +0800>     line Comp_TitleCommand:17 Comp_Command onClick
<2012-07-07 13:31:27 +0800>     line Comp_TitleCommand:19 Comp_Command onClick
<2012-07-07 13:31:27 +0800>   c-call Comp_TitleCommand:19 Window active
<2012-07-07 13:31:27 +0800> c-return Comp_TitleCommand:19 Window active
<2012-07-07 13:31:27 +0800>     line Comp_TitleCommand:20 Comp_Command onClick
<2012-07-07 13:31:27 +0800>     call Window_Command_2:217 Window_Command sendMSG
<2012-07-07 13:31:27 +0800>     line Window_Command_2:218 Window_Command sendMSG
<2012-07-07 13:31:27 +0800>     line Window_Command_2:223 Window_Command sendMSG
<2012-07-07 13:31:27 +0800>     call Window_Command_2:129 Window_Command call_ok_handler
<2012-07-07 13:31:27 +0800>     line Window_Command_2:130 Window_Command call_ok_handler
<2012-07-07 13:31:27 +0800>     call Window_Command_2:93 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     line Window_Command_2:94 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     call Window_Command_2:81 Window_Command current_data
<2012-07-07 13:31:27 +0800>     line Window_Command_2:82 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:83 Window_Command current_data
<2012-07-07 13:31:27 +0800>     call Window_Command_2:81 Window_Command current_data
<2012-07-07 13:31:27 +0800>     line Window_Command_2:82 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:83 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:95 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>     line Window_Command_2:131 Window_Command call_ok_handler
<2012-07-07 13:31:27 +0800>     call Window_Command_2:93 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     line Window_Command_2:94 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     call Window_Command_2:81 Window_Command current_data
<2012-07-07 13:31:27 +0800>     line Window_Command_2:82 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:83 Window_Command current_data
<2012-07-07 13:31:27 +0800>     call Window_Command_2:81 Window_Command current_data
<2012-07-07 13:31:27 +0800>     line Window_Command_2:82 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:83 Window_Command current_data
<2012-07-07 13:31:27 +0800>   return Window_Command_2:95 Window_Command current_symbol
<2012-07-07 13:31:27 +0800>     call Window_Selectable:212 Window_Selectable call_handler
<2012-07-07 13:31:27 +0800>     line Window_Selectable:213 Window_Selectable call_handler
<2012-07-07 13:31:27 +0800>     call Window_Selectable:206 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>     line Window_Selectable:207 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:207 Hash include?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:207 Hash include?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:208 Window_Selectable handle?
<2012-07-07 13:31:27 +0800>     line Window_Selectable:213 Window_Selectable call_handler
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:213 Method call
<2012-07-07 13:31:27 +0800>     call Scene_Title:126 Scene_Title command_shutdown
<2012-07-07 13:31:27 +0800>     line Scene_Title:127 Scene_Title command_shutdown
<2012-07-07 13:31:27 +0800>   c-call Scene_Title:127 IO write
=====================ASS YOU KNOW=====================<2012-07-07 13:31:27 +0800> c-return Scene_Title:127 IO write
<2012-07-07 13:31:27 +0800>     line Scene_Title:128 Scene_Title command_shutdown
<2012-07-07 13:31:27 +0800>     call Scene_Title:101 Scene_Title close_command_window
<2012-07-07 13:31:27 +0800>     line Scene_Title:102 Scene_Title close_command_window
<2012-07-07 13:31:27 +0800>     call Window_Base:114 Window_Base close
<2012-07-07 13:31:27 +0800>     line Window_Base:115 Window_Base close
<2012-07-07 13:31:27 +0800>   c-call Window_Base:115 Window close?
<2012-07-07 13:31:27 +0800> c-return Window_Base:115 Window close?
<2012-07-07 13:31:27 +0800>     line Window_Base:116 Window_Base close
<2012-07-07 13:31:27 +0800>     line Window_Base:117 Window_Base close
<2012-07-07 13:31:27 +0800>   return Window_Base:118 Window_Base close
<2012-07-07 13:31:27 +0800>     line Scene_Title:103 Scene_Title close_command_window
<2012-07-07 13:31:27 +0800>   c-call Scene_Title:103 Window close?
<2012-07-07 13:31:27 +0800> c-return Scene_Title:103 Window close?
<2012-07-07 13:31:27 +0800>     call Scene_Base:41 Scene_Base update
<2012-07-07 13:31:27 +0800>     line Scene_Base:42 Scene_Base update
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:42 RGSSX fps
<2012-07-07 13:31:27 +0800> c-return Scene_Base:42 RGSSX fps
<2012-07-07 13:31:27 +0800>     call Loader:23 Object print
<2012-07-07 13:31:27 +0800>     line Loader:23 Object print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 IO write
<2012-07-07 13:31:27 +0800>   c-call Loader:23 Fixnum to_s
<2012-07-07 13:31:27 +0800> c-return Loader:23 Fixnum to_s
<2012-07-07 13:31:27 +0800> c-return Loader:23 IO write
<2012-07-07 13:31:27 +0800> c-return Loader:23 Object _debugger_noflush_print
<2012-07-07 13:31:27 +0800>     line Loader:23 Object print
<2012-07-07 13:31:27 +0800>   c-call Loader:23 IO flush
<2012-07-07 13:31:27 +0800> c-return Loader:23 IO flush
<2012-07-07 13:31:27 +0800>   return Loader:23 Object print
<2012-07-07 13:31:27 +0800>     line Scene_Base:43 Scene_Base update
<2012-07-07 13:31:27 +0800>     call (eval):4 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     line (eval):5 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     call Scene_Base:48 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     line Scene_Base:49 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:49 Graphics update
<2012-07-07 13:31:27 +0800> c-return Scene_Base:49 Graphics update
<2012-07-07 13:31:27 +0800>     line Scene_Base:50 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:50 Input update
<2012-07-07 13:31:27 +0800> c-return Scene_Base:50 Input update
<2012-07-07 13:31:27 +0800>     line Scene_Base:51 Scene_Base update_basic
<2012-07-07 13:31:27 +0800>     call Scene_Base:94 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>     line Scene_Base:95 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:27 +0800> c-return Scene_Base:95 Kernel instance_variables
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:95 Array each
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     line Scene_Base:96 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800> c-return Scene_Base:96 Kernel instance_variable_get
<2012-07-07 13:31:27 +0800>     line Scene_Base:97 Scene_Base update_all_windows
<2012-07-07 13:31:27 +0800>   c-call Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800> c-return Scene_Base:97 Kernel is_a?
<2012-07-07 13:31:27 +0800>     call Window_Selectable:274 Window_Selectable update
<2012-07-07 13:31:27 +0800>     line Window_Selectable:275 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Base:83 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:84 Window_Base update
<2012-07-07 13:31:27 +0800>   c-call Window_Base:84 Window update
<2012-07-07 13:31:27 +0800> c-return Window_Base:84 Window update
<2012-07-07 13:31:27 +0800>     line Window_Base:85 Window_Base update
<2012-07-07 13:31:27 +0800>     call Window_Base:66 Window_Base update_tone
<2012-07-07 13:31:27 +0800>     line Window_Base:67 Window_Base update_tone
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Window tone
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Window tone
<2012-07-07 13:31:27 +0800>     call Game_System:45 Game_System window_tone
<2012-07-07 13:31:27 +0800>     line Game_System:46 Game_System window_tone
<2012-07-07 13:31:27 +0800>   return Game_System:47 Game_System window_tone
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Tone set
<2012-07-07 13:31:27 +0800>   c-call Window_Base:67 Window tone=
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Window tone=
<2012-07-07 13:31:27 +0800> c-return Window_Base:67 Tone set
<2012-07-07 13:31:27 +0800>   return Window_Base:68 Window_Base update_tone
<2012-07-07 13:31:27 +0800>     line Window_Base:86 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Base:87 Window_Base update
<2012-07-07 13:31:27 +0800>     call Window_Base:99 Window_Base update_close
<2012-07-07 13:31:27 +0800>     line Window_Base:100 Window_Base update_close
<2012-07-07 13:31:27 +0800>   c-call Window_Base:100 Window openness
<2012-07-07 13:31:27 +0800> c-return Window_Base:100 Window openness
<2012-07-07 13:31:27 +0800>   c-call Window_Base:100 Window openness=
<2012-07-07 13:31:27 +0800> c-return Window_Base:100 Window openness=
<2012-07-07 13:31:27 +0800>     line Window_Base:101 Window_Base update_close
<2012-07-07 13:31:27 +0800>   c-call Window_Base:101 Window close?
<2012-07-07 13:31:27 +0800> c-return Window_Base:101 Window close?
<2012-07-07 13:31:27 +0800>   return Window_Base:102 Window_Base update_close
<2012-07-07 13:31:27 +0800>   return Window_Base:88 Window_Base update
<2012-07-07 13:31:27 +0800>     line Window_Selectable:276 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Selectable:282 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     line Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     call Window_Selectable:218 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>     line Window_Selectable:219 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:219 Window active
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:219 Window active
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:219 Window open?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:219 Window open?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:220 Window_Selectable cursor_movable?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:283 Window_Selectable process_cursor_move
<2012-07-07 13:31:27 +0800>     line Window_Selectable:277 Window_Selectable update
<2012-07-07 13:31:27 +0800>     call Window_Selectable:296 Window_Selectable process_handling
<2012-07-07 13:31:27 +0800>     line Window_Selectable:297 Window_Selectable process_handling
<2012-07-07 13:31:27 +0800>   c-call Window_Selectable:297 Window open?
<2012-07-07 13:31:27 +0800> c-return Window_Selectable:297 Window open?
<2012-07-07 13:31:27 +0800>   return Window_Selectable:297 Window_Selectable process_handling
